identity,scopus_id,doi,title,year,journal,original_query,narrower_query,sample_us_label,source_review,conflict,conflict_resolution,mixed,adjudicated,rationale,n_validated_reviews,evidence_ids,human_validated
doi:10.1002/casp.2450,85078056345,10.1002/casp.2450,Accepting Muslim minority practices: A case of discriminatory or normative intolerance?,2020,Journal of Community and Applied Social Psychology,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1002/casp.70014,85210032259,10.1002/casp.70014,"The Political Glass Cliff: When Ethnic, Racial and Immigration Minority Participants Choose Minority Candidates for Hard-To-Win Seats",2024,Journal of Community and Applied Social Psychology,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1002/cb.1885,85092562205,10.1002/cb.1885,Direct and indirect effects of fear-of-missing-out appeals on purchase likelihood,2021,Journal of Consumer Behaviour,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1002/cb.1987,85115262584,10.1002/cb.1987,Consumer intention to purchase and corporate social responsibility: Evidence from an experiment in an entrepreneurial context,2023,Journal of Consumer Behaviour,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1002/cb.1990,85115724903,10.1002/cb.1990,(Mis)managing overstock in luxury: Burning inventory and brand trust to the ground,2021,Journal of Consumer Behaviour,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1002/cb.2075,85132067404,10.1002/cb.2075,Sharing on platforms: Reducing perceived risk for peer-to-peer platform consumers through trust-building and regulation,2022,Journal of Consumer Behaviour,true,false,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1002/cb.2137,85147371080,10.1002/cb.2137,The COVID-19 threat and luxury advertising,2023,Journal of Consumer Behaviour,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1002/cb.2194,85161422844,10.1002/cb.2194,Effectiveness of self-run vs. third-party sales channels on the consumers' purchase intention: A multi-method exploration of the moderating role of review volume,2024,Journal of Consumer Behaviour,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1002/cb.2197,85165329556,10.1002/cb.2197,"The mood effect: How mood, disclosure language and ad skepticism influence the effectiveness of native advertising",2023,Journal of Consumer Behaviour,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1002/cb.2283,85176929059,10.1002/cb.2283,Reconciling the personalization–privacy paradox via DoctorBots: The roles of service robot acceptance model elements and technology anxiety,2024,Journal of Consumer Behaviour,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1002/cb.2415,85205878037,10.1002/cb.2415,The Effect of Robot Anthropomorphism on Customers' Attention Activation and Satisfaction,2025,Journal of Consumer Behaviour,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1002/cb.2455,105001063038,10.1002/cb.2455,Made With Love: Examining Consumer Engagement With Handmade Versus Machine-Made Production Cues,2025,Journal of Consumer Behaviour,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1002/cb.70084,105023995250,10.1002/cb.70084,The Effect of E-Commerce Live Streamer Partner Type on Consumers' Approach Intention: An Empirical Study Based on Live Streaming Studios,2026,Journal of Consumer Behaviour,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1002/cb.70171,105038074616,10.1002/cb.70171,Inclusive or Inauthentic? Consumer Scepticism Towards LGBTQ-Themed Cause-Related Marketing,2026,Journal of Consumer Behaviour,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1002/cncr.26035,80052938439,10.1002/cncr.26035,How are symptoms of ovarian cancer managed?: A study of primary care physicians,2011,Cancer,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1002/eat.22710,85016437537,10.1002/eat.22710,Attitudes toward orthorexia nervosa relative to DSM-5 eating disorders,2017,International Journal of Eating Disorders,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1002/eat.23473,85099752855,10.1002/eat.23473,Separating binge-eating disorder stigma and weight stigma: A vignette study,2021,International Journal of Eating Disorders,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1002/eat.24228,85192915075,10.1002/eat.24228,A randomized controlled trial of a reading-based weight bias intervention,2024,International Journal of Eating Disorders,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1002/eat.24251,85198861105,10.1002/eat.24251,"Stigma of Binge-Eating Disorder in Hong Kong Chinese Adults: Effects of Weight Status, Diagnostic Labeling, and Etiological Explanations",2024,International Journal of Eating Disorders,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1002/ece3.8236,85118139725,10.1002/ece3.8236,Urbanization alters interactions between Darwin's finches and Tribulus cistoides on the Galápagos Islands,2021,Ecology and Evolution,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1002/ecs2.3652,85111477522,10.1002/ecs2.3652,Gatekeepers of transformation: private landowners evaluate invasives based on impacts to ecosystem services,2021,Ecosphere,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1002/eet.1879,85081237919,10.1002/eet.1879,The role of conflict framing and social identity in public opinion about land use change: An experimental test in the Australian context,2020,Environmental Policy and Governance,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1002/eet.1971,85122003081,10.1002/eet.1971,Defusing environmental activism through scientific greening: Government framing strategy and its effects in China,2022,Environmental Policy and Governance,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1002/eet.70043,105030610543,10.1002/eet.70043,"Conflicting Emotions, Environmental and Political Factors in Support for Local Environmental Morality Policies: Evidence From an Experiment on Wild Boars in Haifa",2026,Environmental Policy and Governance,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1002/eet.70060,105032487026,10.1002/eet.70060,Framing Effects on Public Support and Behavioral Responses to Sustainable Forest Management in South Korea,2026,Environmental Policy and Governance,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1002/ejoc.201600773,84988353058,10.1002/ejoc.201600773,Borosilicate Activation of (Difluoroiodo)toluene in the gem-Difluorination of Phenyldiazoacetate Derivatives,2016,European Journal of Organic Chemistry,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1002/ejp.1363,85060983874,10.1002/ejp.1363,Eye-movement behaviours when viewing real-world pain-related images,2019,European Journal of Pain United Kingdom,true,false,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1002/ejp.1981,85132577788,10.1002/ejp.1981,Effect of diagnostic labelling on management intentions for non-specific low back pain: A randomized scenario-based experiment,2022,European Journal of Pain United Kingdom,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1002/ejp.835,84955502797,10.1002/ejp.835,Causal effects of threat and challenge appraisals on coping and pain perception,2016,European Journal of Pain United Kingdom,true,false,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1002/ejsp.2236,85028946805,10.1002/ejsp.2236,"Right-wing authoritarianism, societal threat to safety, and psychological distress",2017,European Journal of Social Psychology,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1002/ejsp.2284,85034236232,10.1002/ejsp.2284,From segregation to intergroup contact and back: Using experiments and simulation to understand the bidirectional link,2018,European Journal of Social Psychology,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1002/ejsp.2570,85068660604,10.1002/ejsp.2570,Potential negative consequences of mindfulness in the moral domain,2019,European Journal of Social Psychology,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1002/ejsp.2656,85078674608,10.1002/ejsp.2656,Crossed categorization outside the lab: Findings from a factorial survey experiment,2020,European Journal of Social Psychology,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1002/ejsp.2805,85124911908,10.1002/ejsp.2805,"The effect of outcome severity on moral judgement and interpersonal goals of perpetrators, victims, and bystanders",2021,European Journal of Social Psychology,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1002/ejsp.2833,85131186780,10.1002/ejsp.2833,"“Why do you think Christmas will never ever be celebrated again?” A paradoxical thinking intervention's potential to affect conflict-related concerns, willingness to compromise, and openness towards refugees",2022,European Journal of Social Psychology,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1002/ejsp.2835,85128896253,10.1002/ejsp.2835,Repeating stereotypes: Increased belief and subsequent discrimination,2022,European Journal of Social Psychology,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1002/ejsp.3062,85189554153,10.1002/ejsp.3062,"How to respond to inappropriate questions in job interviews: Personal and social consequences of truth-telling, deflection and confrontation",2024,European Journal of Social Psychology,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1002/ejsp.3086,85199750985,10.1002/ejsp.3086,The Achilles’ heel of the truth bias? High personal stakes reduce vulnerability to false information,2024,European Journal of Social Psychology,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1002/ejsp.3123,105001852582,10.1002/ejsp.3123,"Bystanders’ Reactions to a Woman Victim of Sextortion: Moral Outrage, Victim Blaming and Reputational Damage",2025,European Journal of Social Psychology,true,true,non_us,metadata,false,,false,false,All three experimental samples are explicitly described as Italian.,1,228337dd0a8d8a082b9a,false
